idcomposite,nom_agglocomposite,province,pays,year,nb_pub,discipline,gid,astaff2014,nbestim,nbuniv,pop2011,label,label_ds,label_dsh,label_d
AAPOINT24380,LES-AUGRES-MANOR,TRINITY,UNITED-KINGDOM,2014,0,D12,6154,0,0,0,0,LES-AUGRES-MANOR,All Disciplines,WoS,"Web of Science (articles, reviews, letters)"
AAPOLY24667,PETERHEAD,SCOTLAND,UNITED-KINGDOM,2014,0,D12,2010,0,0,0,33176,PETERHEAD,All Disciplines,WoS,"Web of Science (articles, reviews, letters)"
AAPOLY24392,LIPHOOK,ENGLAND,UNITED-KINGDOM,2014,12.9551337551338,D12,2517,0,0,0,217631,LIPHOOK,All Disciplines,WoS,"Web of Science (articles, reviews, letters)"
AAPOLY23602,BARNARD-CASTLE,ENGLAND,UNITED-KINGDOM,2014,4.65833333333333,D12,2067,0,0,0,5053,BARNARD-CASTLE,All Disciplines,WoS,"Web of Science (articles, reviews, letters)"
AAPOLY23640,BERKELEY,ENGLAND,UNITED-KINGDOM,2014,4.76666666666667,D12,2043,0,0,0,47614,BERKELEY,All Disciplines,WoS,"Web of Science (articles, reviews, letters)"
AAPOINT24426,LOCHGILPHEAD,SCOTLAND,UNITED-KINGDOM,2014,1.5,D12,7355,0,0,0,7718,LOCHGILPHEAD,All Disciplines,WoS,"Web of Science (articles, reviews, letters)"
AAPOINT24692,PORTREE,SCOTLAND,UNITED-KINGDOM,2014,0.2,D12,7078,0,0,0,10177,PORTREE,All Disciplines,WoS,"Web of Science (articles, reviews, letters)"
AAPOLY24214,HEMPSTEAD,ENGLAND,UNITED-KINGDOM,2014,0.85,D12,2791,0,0,0,63535,HEMPSTEAD,All Disciplines,WoS,"Web of Science (articles, reviews, letters)"
AAPOLY24949,TAUNTON,ENGLAND,UNITED-KINGDOM,2014,39.8698618858156,D12,2104,0,0,0,351340,TAUNTON,All Disciplines,WoS,"Web of Science (articles, reviews, letters)"
AAPOLY23793,CANTERBURY,ENGLAND,UNITED-KINGDOM,2014,698.725036153295,D12,741,2958.3,1,3,1265709,CANTERBURY,All Disciplines,WoS,"Web of Science (articles, reviews, letters)"
AAPOINT24083,FT-WILLIAM,SCOTLAND,UNITED-KINGDOM,2014,0.2,D12,5276,0,0,0,8794,FT-WILLIAM,All Disciplines,WoS,"Web of Science (articles, reviews, letters)"
AAPOLY24676,PLYMOUTH,ENGLAND,UNITED-KINGDOM,2014,540.648926913968,D12,1603,1550,0,3,450226,PLYMOUTH,All Disciplines,WoS,"Web of Science (articles, reviews, letters)"
AAPOLY23674,BLACKPOOL,ENGLAND,UNITED-KINGDOM,2014,13.6584415584416,D12,1450,0,0,0,404513,BLACKPOOL,All Disciplines,WoS,"Web of Science (articles, reviews, letters)"
AAPOLY24684,POOLE,ENGLAND,UNITED-KINGDOM,2014,251.897139193335,D12,793,1155,0,2,776199,POOLE,All Disciplines,WoS,"Web of Science (articles, reviews, letters)"
AAPOLY23804,CARSTAIRS,SCOTLAND,UNITED-KINGDOM,2014,3.75,D12,2203,0,0,0,33958,CARSTAIRS,All Disciplines,WoS,"Web of Science (articles, reviews, letters)"
AAPOLY24610,OBAN,SCOTLAND,UNITED-KINGDOM,2014,34.7376509077072,D12,3099,0,0,0,9744,OBAN,All Disciplines,WoS,"Web of Science (articles, reviews, letters)"
AAPOINT24794,SCILLY,ENGLAND,UNITED-KINGDOM,2014,0,D12,5333,0,0,0,0,SCILLY,All Disciplines,WoS,"Web of Science (articles, reviews, letters)"
AAPOLY24773,SAINT-LEONARDS-ON-SEA,ENGLAND,UNITED-KINGDOM,2014,9.3060606060606,D12,2683,0,0,0,154573,SAINT-LEONARDS-ON-SEA,All Disciplines,WoS,"Web of Science (articles, reviews, letters)"
AAPOLY24779,SALISBURY,ENGLAND,UNITED-KINGDOM,2014,205.576316745466,D12,1761,645,0,1,398971,SALISBURY,All Disciplines,WoS,"Web of Science (articles, reviews, letters)"
AAPOLY24758,RUGBY,ENGLAND,UNITED-KINGDOM,2014,16.8661835748792,D12,1241,0,0,0,288139,RUGBY,All Disciplines,WoS,"Web of Science (articles, reviews, letters)"
AAPOLY23682,BODMIN,ENGLAND,UNITED-KINGDOM,2014,2,D12,1567,0,0,0,42698,BODMIN,All Disciplines,WoS,"Web of Science (articles, reviews, letters)"
AAPOLY24686,PORTAFERRY,NORTH-IRELAND,UNITED-KINGDOM,2014,5.58333333333333,D12,1004,0,0,0,44868,PORTAFERRY,All Disciplines,WoS,"Web of Science (articles, reviews, letters)"
AAPOLY23768,BURTON-UPON-TRENT,ENGLAND,UNITED-KINGDOM,2014,16.6834981684982,D12,1336,0,0,0,490213,BURTON-UPON-TRENT,All Disciplines,WoS,"Web of Science (articles, reviews, letters)"
AALIGNE23586,BAKEWELL,ENGLAND,UNITED-KINGDOM,2014,1.14285714285714,D12,4183,0,0,0,8200,BAKEWELL,All Disciplines,WoS,"Web of Science (articles, reviews, letters)"
AAPOLY24792,SCALLOWAY,SCOTLAND,UNITED-KINGDOM,2014,6.16666666666667,D12,1254,0,0,0,11372,SCALLOWAY,All Disciplines,WoS,"Web of Science (articles, reviews, letters)"
AAPOLY24732,RHYL,WALES,UNITED-KINGDOM,2014,10.4472222222222,D12,1820,0,0,0,48218,RHYL,All Disciplines,WoS,"Web of Science (articles, reviews, letters)"
AAPOLY23984,DUNDEE,SCOTLAND,UNITED-KINGDOM,2014,1378.22149156514,D12,1650,2959.51,2,5,493356,DUNDEE,All Disciplines,WoS,"Web of Science (articles, reviews, letters)"
AAPOLY24077,FRAMLINGHAM,ENGLAND,UNITED-KINGDOM,2014,4.08333333333333,D12,2002,0,0,0,39629,FRAMLINGHAM,All Disciplines,WoS,"Web of Science (articles, reviews, letters)"
AAPOLY23878,COLERAINE,NORTH-IRELAND,UNITED-KINGDOM,2014,166.78274840413,D12,1419,534.4,1,1,106037,COLERAINE,All Disciplines,WoS,"Web of Science (articles, reviews, letters)"
AAPOLY23979,DUMFRIES,SCOTLAND,UNITED-KINGDOM,2014,19.2772946859903,D12,2071,104.415,3,3,67916,DUMFRIES,All Disciplines,WoS,"Web of Science (articles, reviews, letters)"
AAPOLY24028,E-MALLING,ENGLAND,UNITED-KINGDOM,2014,53.324887637037,D12,1370,258.3,1,1,1342096,MEDWAY,All Disciplines,WoS,"Web of Science (articles, reviews, letters)"
AAPOLY24500,MENAI-BRIDGE,WALES,UNITED-KINGDOM,2014,326.025356914403,D12,1831,802.0375,1,1,195914,BANGOR,All Disciplines,WoS,"Web of Science (articles, reviews, letters)"
AAPOLY24517,MILTON-KEYNES,ENGLAND,UNITED-KINGDOM,2014,999.39501003766,D12,2316,7572.99509,1,4,1587511,MILTON-KEYNES,All Disciplines,WoS,"Web of Science (articles, reviews, letters)"
AAPOLY24720,READING,ENGLAND,UNITED-KINGDOM,2014,1077.96018416456,D12,829,2485,0,4,1673966,READING,All Disciplines,WoS,"Web of Science (articles, reviews, letters)"
AAPOLY24926,SUTTON,ENGLAND,UNITED-KINGDOM,2014,183.052059537799,D12,2471,1171,1,2,653065,SUTTON,All Disciplines,WoS,"Web of Science (articles, reviews, letters)"
AAPOLY24793,SCARBOROUGH,ENGLAND,UNITED-KINGDOM,2014,13.3917748917749,D12,1663,10.65,1,1,157353,SCARBOROUGH,All Disciplines,WoS,"Web of Science (articles, reviews, letters)"
AAPOLY25008,UPPER-HEYFORD,ENGLAND,UNITED-KINGDOM,2014,4.33333333333333,D12,1931,0,0,0,25454,UPPER-HEYFORD,All Disciplines,WoS,"Web of Science (articles, reviews, letters)"
AAPOINT24351,LAIDE,SCOTLAND,UNITED-KINGDOM,2014,1,D12,5791,0,0,0,12229,LAIDE,All Disciplines,WoS,"Web of Science (articles, reviews, letters)"
AALIGNE24032,ENNISKILLEN,NORTH-IRELAND,UNITED-KINGDOM,2014,0.7,D12,4185,0,0,0,24032,ENNISKILLEN,All Disciplines,WoS,"Web of Science (articles, reviews, letters)"
AAPOLY25109,WIGTOWN,SCOTLAND,UNITED-KINGDOM,2014,0,D12,2503,0,0,0,9050,WIGTOWN,All Disciplines,WoS,"Web of Science (articles, reviews, letters)"
AAPOLY24892,ST-MARTINS,ENGLAND,UNITED-KINGDOM,2014,0.5,D12,2592,0,0,0,0,ST-MARTINS,All Disciplines,WoS,"Web of Science (articles, reviews, letters)"
AALIGNE24337,KINGUSSIE,SCOTLAND,UNITED-KINGDOM,2014,1,D12,4187,0,0,0,13676,KINGUSSIE,All Disciplines,WoS,"Web of Science (articles, reviews, letters)"
AAPOLY24272,HUNTLY,SCOTLAND,UNITED-KINGDOM,2014,1.25,D12,2165,0,0,0,104092,HUNTLY,All Disciplines,WoS,"Web of Science (articles, reviews, letters)"
AALIGNE24871,SPILSBY,ENGLAND,UNITED-KINGDOM,2014,0.666666666666667,D12,4190,0,0,0,18204,SPILSBY,All Disciplines,WoS,"Web of Science (articles, reviews, letters)"
AAPOLY24300,KEELE,ENGLAND,UNITED-KINGDOM,2014,397.830899223949,D12,1553,2209,2,5,1143849,KEELE,All Disciplines,WoS,"Web of Science (articles, reviews, letters)"
AAPOLY24307,KENDAL,ENGLAND,UNITED-KINGDOM,2014,1.75,D12,2278,0,1,1,71248,KENDAL,All Disciplines,WoS,"Web of Science (articles, reviews, letters)"
AALIGNE24343,KIRKCALDY,SCOTLAND,UNITED-KINGDOM,2014,10.6150793650794,D12,4188,0,0,0,57537,KIRKCALDY,All Disciplines,WoS,"Web of Science (articles, reviews, letters)"
AAPOLY24890,STIRLING,SCOTLAND,UNITED-KINGDOM,2014,278.207265434074,D12,3074,916,1,1,583992,STIRLING,All Disciplines,WoS,"Web of Science (articles, reviews, letters)"
AAPOINT24786,SANDOWN,ENGLAND,UNITED-KINGDOM,2014,1.2,D12,4935,0,0,0,14189,SANDOWN,All Disciplines,WoS,"Web of Science (articles, reviews, letters)"
AAPOINT23963,DORNOCH,SCOTLAND,UNITED-KINGDOM,2014,0,D12,6722,0,0,0,7626,DORNOCH,All Disciplines,WoS,"Web of Science (articles, reviews, letters)"
AAPOLY24288,INVERNESS,SCOTLAND,UNITED-KINGDOM,2014,52.2662917999875,D12,2479,37.11,2,2,104398,INVERNESS,All Disciplines,WoS,"Web of Science (articles, reviews, letters)"
AAPOLY24934,SWANSEA,WALES,UNITED-KINGDOM,2014,579.093281550416,D12,3092,2060,2,3,451686,SWANSEA,All Disciplines,WoS,"Web of Science (articles, reviews, letters)"
AAPOLY24062,FFOSTRASOL,WALES,UNITED-KINGDOM,2014,1.25,D12,1167,0,0,0,11923,FFOSTRASOL,All Disciplines,WoS,"Web of Science (articles, reviews, letters)"
AAPOLY24936,SWINDON,ENGLAND,UNITED-KINGDOM,2014,118.227118370294,D12,2457,87.00490998000001,1,2,548173,SWINDON,All Disciplines,WoS,"Web of Science (articles, reviews, letters)"
AAPOINT23939,DARTMOUTH,ENGLAND,UNITED-KINGDOM,2014,0.333333333333333,D12,6037,0,0,0,6822,DARTMOUTH,All Disciplines,WoS,"Web of Science (articles, reviews, letters)"
AAPOLY23581,AYR,SCOTLAND,UNITED-KINGDOM,2014,41.5732401656315,D12,2959,133.295,2,2,274975,AYR,All Disciplines,WoS,"Web of Science (articles, reviews, letters)"
AAPOLY23960,DONCASTER,ENGLAND,UNITED-KINGDOM,2014,15.9905844155844,D12,797,0,0,0,366682,DONCASTER,All Disciplines,WoS,"Web of Science (articles, reviews, letters)"
AAPOLY23770,BURY-SAINT-EDMUNDS,ENGLAND,UNITED-KINGDOM,2014,27.1877804964761,D12,1102,0,0,0,262926,BURY-SAINT-EDMUNDS,All Disciplines,WoS,"Web of Science (articles, reviews, letters)"
AAPOLY24674,PITLOCHRY,SCOTLAND,UNITED-KINGDOM,2014,5.20757575757576,D12,1814,0,0,0,9286,PITLOCHRY,All Disciplines,WoS,"Web of Science (articles, reviews, letters)"
AD11950,LONDON,ENGLAND,UNITED-KINGDOM,2014,20414.5677114858,D12,6,45616.43,4,44,10923304,LONDON,All Disciplines,WoS,"Web of Science (articles, reviews, letters)"
AD12080,OXFORD-DIDCOT,ENGLAND,UNITED-KINGDOM,2014,5330.26026513977,D12,15,8020,0,2,292495,OXFORD-DIDCOT,All Disciplines,WoS,"Web of Science (articles, reviews, letters)"
AD11968,MANCHESTER-LIVERPOOL,ENGLAND,UNITED-KINGDOM,2014,6127.8761987661,D12,109,17321.7,5,15,5831088,MANCHESTER-LIVERPOOL,All Disciplines,WoS,"Web of Science (articles, reviews, letters)"
AD11681,EDINBURGH,SCOTLAND,UNITED-KINGDOM,2014,3141.83109980035,D12,153,6301.385,3,6,680401,EDINBURGH,All Disciplines,WoS,"Web of Science (articles, reviews, letters)"
AD12208,SOUTHAMPTON-PROTSMOUTH,ENGLAND,UNITED-KINGDOM,2014,2358.89563427106,D12,178,5790,0,4,1264280,SOUTHAMPTON,All Disciplines,WoS,"Web of Science (articles, reviews, letters)"
AD11449,BIRMINGHAM,ENGLAND,UNITED-KINGDOM,2014,3920.74069556402,D12,192,11488,2,8,3439184,BIRMINGHAM,All Disciplines,WoS,"Web of Science (articles, reviews, letters)"
AD11496,BRISTOL,ENGLAND,UNITED-KINGDOM,2014,2949.45707278481,D12,202,6330,0,4,705326,BRISTOL,All Disciplines,WoS,"Web of Science (articles, reviews, letters)"
AD11739,GLASGOW,SCOTLAND,UNITED-KINGDOM,2014,2686.72922636649,D12,219,6236.57,3,7,1384797,GLASGOW,All Disciplines,WoS,"Web of Science (articles, reviews, letters)"
AD5683,YORK,ENGLAND,UNITED-KINGDOM,2014,961.436746612514,D12,243,1990,0,2,250718,YORK,All Disciplines,WoS,"Web of Science (articles, reviews, letters)"
AD11910,LANCASTER,ENGLAND,UNITED-KINGDOM,2014,665.939207460375,D12,265,1905.1,0,1,68566,LANCASTER,All Disciplines,WoS,"Web of Science (articles, reviews, letters)"
AD11428,BELFAST,NORTH-IRELAND,UNITED-KINGDOM,2014,1149.03479413675,D12,272,2088.025,1,4,703353,BELFAST,All Disciplines,WoS,"Web of Science (articles, reviews, letters)"
AD11919,LEEDS,ENGLAND,UNITED-KINGDOM,2014,2405.22360695405,D12,352,6460,0,6,2108519,LEEDS,All Disciplines,WoS,"Web of Science (articles, reviews, letters)"
AD12184,SHEFFIELD,ENGLAND,UNITED-KINGDOM,2014,1957.4798966905,D12,381,5267.5,1,3,970902,SHEFFIELD,All Disciplines,WoS,"Web of Science (articles, reviews, letters)"
AD12033,NEWCASTLE-UPON-TYNE,ENGLAND,UNITED-KINGDOM,2014,2657.06686523583,D12,424,6675,0,4,1608302,NEWCASTLE-U-TYNE,All Disciplines,WoS,"Web of Science (articles, reviews, letters)"
AD11336,ABERDEEN,SCOTLAND,UNITED-KINGDOM,2014,991.02487437007,D12,464,2451.4,1,3,233581,ABERDEEN,All Disciplines,WoS,"Web of Science (articles, reviews, letters)"
AD11920,LEICESTER,ENGLAND,UNITED-KINGDOM,2014,1811.69905081545,D12,473,4345,0,3,620795,LEICESTER,All Disciplines,WoS,"Web of Science (articles, reviews, letters)"
AD12057,NOTTINGHAM,ENGLAND,UNITED-KINGDOM,2014,2337.82652743125,D12,476,5444,2,3,1192343,NOTTINGHAM,All Disciplines,WoS,"Web of Science (articles, reviews, letters)"
AD5280,NORWICH,ENGLAND,UNITED-KINGDOM,2014,833.054680560768,D12,500,1855,0,2,549138,NORWICH,All Disciplines,WoS,"Web of Science (articles, reviews, letters)"
AD11525,CAMBRIDGE,ENGLAND,UNITED-KINGDOM,2014,5084.83524733087,D12,597,6216.5,1,2,220311,CAMBRIDGE,All Disciplines,WoS,"Web of Science (articles, reviews, letters)"
AAPOLY24952,TEDDINGTON,ENGLAND,UNITED-KINGDOM,2014,329.769452987587,D13,1547,1355,0,3,1070437,TEDDINGTON,SCI,SCI,Science Citation Index Expanded
AAPOLY23795,CARDIFF,WALES,UNITED-KINGDOM,2014,1183.74158866591,D13,1010,6000,0,3,1739363,CARDIFF,SCI,SCI,Science Citation Index Expanded
AAPOLY24817,SHEPTON-MALLET,ENGLAND,UNITED-KINGDOM,2014,5.91666666666667,D13,1763,0,0,0,93734,SHEPTON-MALLET,SCI,SCI,Science Citation Index Expanded
AAPOINT24580,NEWTOWN,WALES,UNITED-KINGDOM,2014,0,D13,7876,0,0,0,11357,NEWTOWN,SCI,SCI,Science Citation Index Expanded
AALIGNE24165,HARLECH,WALES,UNITED-KINGDOM,2014,0,D13,4186,0,0,0,1540,HARLECH,SCI,SCI,Science Citation Index Expanded
AAPOINT24565,NEW-ISLAND,FALKLANDS,UNITED-KINGDOM,2014,0,D13,6190,0,0,0,0,NEW-ISLAND,SCI,SCI,Science Citation Index Expanded
AAPOLY23731,BRIGHTON,ENGLAND,UNITED-KINGDOM,2014,675.810532891207,D13,1939,3450,0,2,1304209,BRIGHTON,SCI,SCI,Science Citation Index Expanded
AAPOLY24666,PETERBOROUGH,ENGLAND,UNITED-KINGDOM,2014,58.7302974058525,D13,819,10.92,1,1,823544,PETERBOROUGH,SCI,SCI,Science Citation Index Expanded
AAPOINT24110,GOOSE-GREEN,FALKLANDS-ISLANDS,UNITED-KINGDOM,2014,0,D13,5190,0,0,0,0,GOOSE-GREEN,SCI,SCI,Science Citation Index Expanded
AALIGNE23910,CRIANLARICH,SCOTLAND,UNITED-KINGDOM,2014,0.5,D13,4184,0,0,0,11312,CRIANLARICH,SCI,SCI,Science Citation Index Expanded
AAPOLY24444,LOW-HARKER,ENGLAND,UNITED-KINGDOM,2014,16.65,D13,886,183.12,1,1,116286,CARLISLE,SCI,SCI,Science Citation Index Expanded
AAPOINT23980,DUNBAR,SCOTLAND,UNITED-KINGDOM,2014,0,D13,6549,0,0,0,13337,DUNBAR,SCI,SCI,Science Citation Index Expanded
AAPOINT24910,STORNOWAY,SCOTLAND,UNITED-KINGDOM,2014,0.25,D13,6408,0,0,0,7622,STORNOWAY,SCI,SCI,Science Citation Index Expanded
AAPOLY24330,KINGS-LYNN,ENGLAND,UNITED-KINGDOM,2014,7.71113306982872,D13,1409,0,0,0,212704,KINGS-LYNN,SCI,SCI,Science Citation Index Expanded
AAPOLY24939,TADCASTER,ENGLAND,UNITED-KINGDOM,2014,0.66025641025641,D13,2211,0,0,0,25821,TADCASTER,SCI,SCI,Science Citation Index Expanded
AAPOLY24134,GREENOCK,SCOTLAND,UNITED-KINGDOM,2014,5.01063829787234,D13,2356,35,0,1,190891,DUNOON,SCI,SCI,Science Citation Index Expanded
AAPOLY25165,WREXHAM,WALES,UNITED-KINGDOM,2014,76.0490638528139,D13,2017,562.9625,1,2,379984,WREXHAM,SCI,SCI,Science Citation Index Expanded
AAPOLY24086,GALASHIELS,SCOTLAND,UNITED-KINGDOM,2014,5.91618357487923,D13,1607,23,1,1,121701,GALASHIELS,SCI,SCI,Science Citation Index Expanded
AAPOLY23511,ACHARACLE,SCOTLAND,UNITED-KINGDOM,2014,2.16666666666667,D13,1964,0,0,0,11168,ACHARACLE,SCI,SCI,Science Citation Index Expanded
AAPOLY24621,ORKNEY,SCOTLAND,UNITED-KINGDOM,2014,1.88809523809524,D13,761,0,0,0,21349,ORKNEY,SCI,SCI,Science Citation Index Expanded
AAPOLY24505,MIDDLESBROUGH,ENGLAND,UNITED-KINGDOM,2014,171.229583600779,D13,900,700,0,1,854738,MIDDLESBROUGH,SCI,SCI,Science Citation Index Expanded
AAPOLY23636,BELLSHILL,ENGLAND,UNITED-KINGDOM,2014,0.1,D13,2419,0,0,0,22121,BELLSHILL,SCI,SCI,Science Citation Index Expanded
AAPOLY23607,BARNSTAPLE,ENGLAND,UNITED-KINGDOM,2014,8.39230769230769,D13,2904,0,0,0,133985,BARNSTAPLE,SCI,SCI,Science Citation Index Expanded
AAPOINT24285,INGATESTONE,ENGLAND,UNITED-KINGDOM,2014,0,D13,7712,0,0,0,5966,INGATESTONE,SCI,SCI,Science Citation Index Expanded
AAPOLY24319,KIDDERMINSTER,ENGLAND,UNITED-KINGDOM,2014,2.50507246376812,D13,2328,0,0,0,91485,KIDDERMINSTER,SCI,SCI,Science Citation Index Expanded
AAPOINT24466,MAGHERAFELT,NORTH-IRELAND,UNITED-KINGDOM,2014,0,D13,5534,0,0,0,10955,MAGHERAFELT,SCI,SCI,Science Citation Index Expanded
AAPOLY24534,MORPETH,ENGLAND,UNITED-KINGDOM,2014,5.51944444444444,D13,690,0,0,0,151020,MORPETH,SCI,SCI,Science Citation Index Expanded
AAPOINT24877,STANLEY,FALKLANDS,UNITED-KINGDOM,2014,3.97916666666667,D13,5577,0,0,0,0,STANLEY,SCI,SCI,Science Citation Index Expanded
AAPOLY24756,ROYSTON,ENGLAND,UNITED-KINGDOM,2014,11.0575757575758,D13,2223,0,0,0,71856,ROYSTON,SCI,SCI,Science Citation Index Expanded
AAPOLY24220,HEREFORD,ENGLAND,UNITED-KINGDOM,2014,12.1455486542443,D13,3038,0,0,0,270982,HEREFORD,SCI,SCI,Science Citation Index Expanded
AAPOLY24886,STEETON,ENGLAND,UNITED-KINGDOM,2014,8.075,D13,1886,0,0,0,314912,STEETON,SCI,SCI,Science Citation Index Expanded
AAPOLY24831,SHREWSBURY,ENGLAND,UNITED-KINGDOM,2014,12.5542124542125,D13,1287,25.8,1,1,250970,SHREWSBURY,SCI,SCI,Science Citation Index Expanded
AAPOLY24800,SEASCALE,ENGLAND,UNITED-KINGDOM,2014,24.0556893907008,D13,2176,46.2,1,1,153951,AMBLESIDE,SCI,SCI,Science Citation Index Expanded
AAPOLY24657,PENGLAIS,WALES,UNITED-KINGDOM,2014,159.74228006843,D13,2357,940,0,1,65668,ABERYSTWYTH,SCI,SCI,Science Citation Index Expanded
AAPOLY24041,EXETER,ENGLAND,UNITED-KINGDOM,2014,789.773967128804,D13,2569,1260,1,1,618906,EXETER,SCI,SCI,Science Citation Index Expanded
AAPOLY23714,BRECON,WALES,UNITED-KINGDOM,2014,0.688405797101449,D13,1714,0,0,0,25438,BRECON,SCI,SCI,Science Citation Index Expanded
AAPOINT23756,BUDE,ENGLAND,UNITED-KINGDOM,2014,0.166666666666667,D13,8234,0,0,0,9222,BUDE,SCI,SCI,Science Citation Index Expanded
AAPOLY24389,LINCOLN,ENGLAND,UNITED-KINGDOM,2014,76.7641081141082,D13,676,1025,0,2,307859,LINCOLN,SCI,SCI,Science Citation Index Expanded
AAPOLY23876,COLCHESTER,ENGLAND,UNITED-KINGDOM,2014,268.868456710241,D13,2303,1647.58,1,4,1228793,COLCHESTER,SCI,SCI,Science Citation Index Expanded
AAPOLY24334,KINGSTON-UPON-HULL,ENGLAND,UNITED-KINGDOM,2014,289.746161235259,D13,902,1054.35,1,1,832545,KINGSTON-U-HULL,SCI,SCI,Science Citation Index Expanded
AAPOLY24662,PENRYN,ENGLAND,UNITED-KINGDOM,2014,173.55358946609,D13,1157,835,1,2,326325,PENRYN,SCI,SCI,Science Citation Index Expanded
AAPOLY24189,HAVERFORDWEST,WALES,UNITED-KINGDOM,2014,4,D13,1284,0,0,0,63666,HAVERFORDWEST,SCI,SCI,Science Citation Index Expanded
AAPOINT24380,LES-AUGRES-MANOR,TRINITY,UNITED-KINGDOM,2014,0,D13,6154,0,0,0,0,LES-AUGRES-MANOR,SCI,SCI,Science Citation Index Expanded
AAPOLY24667,PETERHEAD,SCOTLAND,UNITED-KINGDOM,2014,0,D13,2010,0,0,0,33176,PETERHEAD,SCI,SCI,Science Citation Index Expanded
AAPOLY24392,LIPHOOK,ENGLAND,UNITED-KINGDOM,2014,9.45513375513375,D13,2517,0,0,0,217631,LIPHOOK,SCI,SCI,Science Citation Index Expanded
AAPOLY23602,BARNARD-CASTLE,ENGLAND,UNITED-KINGDOM,2014,4.65833333333333,D13,2067,0,0,0,5053,BARNARD-CASTLE,SCI,SCI,Science Citation Index Expanded
AAPOLY23640,BERKELEY,ENGLAND,UNITED-KINGDOM,2014,4.71666666666667,D13,2043,0,0,0,47614,BERKELEY,SCI,SCI,Science Citation Index Expanded
AAPOINT24426,LOCHGILPHEAD,SCOTLAND,UNITED-KINGDOM,2014,0.75,D13,7355,0,0,0,7718,LOCHGILPHEAD,SCI,SCI,Science Citation Index Expanded
AAPOINT24692,PORTREE,SCOTLAND,UNITED-KINGDOM,2014,0.2,D13,7078,0,0,0,10177,PORTREE,SCI,SCI,Science Citation Index Expanded
AAPOLY24214,HEMPSTEAD,ENGLAND,UNITED-KINGDOM,2014,0.85,D13,2791,0,0,0,63535,HEMPSTEAD,SCI,SCI,Science Citation Index Expanded
AAPOLY24949,TAUNTON,ENGLAND,UNITED-KINGDOM,2014,34.7281952191489,D13,2104,0,0,0,351340,TAUNTON,SCI,SCI,Science Citation Index Expanded
AAPOLY23793,CANTERBURY,ENGLAND,UNITED-KINGDOM,2014,445.247072450329,D13,741,2958.3,1,3,1265709,CANTERBURY,SCI,SCI,Science Citation Index Expanded
AAPOINT24083,FT-WILLIAM,SCOTLAND,UNITED-KINGDOM,2014,0.2,D13,5276,0,0,0,8794,FT-WILLIAM,SCI,SCI,Science Citation Index Expanded
AAPOLY24676,PLYMOUTH,ENGLAND,UNITED-KINGDOM,2014,425.990816968358,D13,1603,1550,0,3,450226,PLYMOUTH,SCI,SCI,Science Citation Index Expanded
AAPOLY23674,BLACKPOOL,ENGLAND,UNITED-KINGDOM,2014,13.0751082251082,D13,1450,0,0,0,404513,BLACKPOOL,SCI,SCI,Science Citation Index Expanded
AAPOLY24684,POOLE,ENGLAND,UNITED-KINGDOM,2014,183.803831112527,D13,793,1155,0,2,776199,POOLE,SCI,SCI,Science Citation Index Expanded
AAPOLY23804,CARSTAIRS,SCOTLAND,UNITED-KINGDOM,2014,2.45833333333333,D13,2203,0,0,0,33958,CARSTAIRS,SCI,SCI,Science Citation Index Expanded
AAPOLY24610,OBAN,SCOTLAND,UNITED-KINGDOM,2014,32.5884084834648,D13,3099,0,0,0,9744,OBAN,SCI,SCI,Science Citation Index Expanded
AAPOINT24794,SCILLY,ENGLAND,UNITED-KINGDOM,2014,0,D13,5333,0,0,0,0,SCILLY,SCI,SCI,Science Citation Index Expanded
AAPOLY24773,SAINT-LEONARDS-ON-SEA,ENGLAND,UNITED-KINGDOM,2014,7.72272727272727,D13,2683,0,0,0,154573,SAINT-LEONARDS-ON-SEA,SCI,SCI,Science Citation Index Expanded
AAPOLY24779,SALISBURY,ENGLAND,UNITED-KINGDOM,2014,166.933551177701,D13,1761,645,0,1,398971,SALISBURY,SCI,SCI,Science Citation Index Expanded
AAPOLY24758,RUGBY,ENGLAND,UNITED-KINGDOM,2014,14.8661835748792,D13,1241,0,0,0,288139,RUGBY,SCI,SCI,Science Citation Index Expanded
AAPOLY23682,BODMIN,ENGLAND,UNITED-KINGDOM,2014,2,D13,1567,0,0,0,42698,BODMIN,SCI,SCI,Science Citation Index Expanded
AAPOLY24686,PORTAFERRY,NORTH-IRELAND,UNITED-KINGDOM,2014,5.58333333333333,D13,1004,0,0,0,44868,PORTAFERRY,SCI,SCI,Science Citation Index Expanded
AAPOLY23768,BURTON-UPON-TRENT,ENGLAND,UNITED-KINGDOM,2014,14.9751648351648,D13,1336,0,0,0,490213,BURTON-UPON-TRENT,SCI,SCI,Science Citation Index Expanded
AALIGNE23586,BAKEWELL,ENGLAND,UNITED-KINGDOM,2014,0.642857142857143,D13,4183,0,0,0,8200,BAKEWELL,SCI,SCI,Science Citation Index Expanded
AAPOLY24792,SCALLOWAY,SCOTLAND,UNITED-KINGDOM,2014,1.66666666666667,D13,1254,0,0,0,11372,SCALLOWAY,SCI,SCI,Science Citation Index Expanded
AAPOLY24732,RHYL,WALES,UNITED-KINGDOM,2014,7.83888888888889,D13,1820,0,0,0,48218,RHYL,SCI,SCI,Science Citation Index Expanded
