X1,idcomposite,nom_agglocomposite,province,pays,year,nb_pub,discipline,pop2012,ec_dads_etp_2014,label_ds,label_dsh,label_d,city_label
1152,AAPOLY7808,SAINT-LO,NA,FRANCE,2014,4.33333333333333,D7,152094,Under_NDA,Engineering,Eng,Engineering science,ST-LO
1153,AAPOLY1823,MONS,NA,FRANCE,2014,100.871103896104,D7,417750,Under_NDA,Engineering,Eng,Engineering science,MONS
1154,AAPOLY6143,CLUNY,NA,FRANCE,2014,3.54166666666667,D7,31027,NA,Engineering,Eng,Engineering science,CLUNY
1155,AAPOLY7309,NEVERS,NA,FRANCE,2014,6.91666666666667,D7,114608,Under_NDA,Engineering,Eng,Engineering science,NA
1156,AAPOLY7601,RODEZ,NA,FRANCE,2014,0.75,D7,72035,Under_NDA,Engineering,Eng,Engineering science,RODEZ
1157,AALIGNE6704,LA-FLECHE,NA,FRANCE,2014,0,D7,31923,NA,Engineering,Eng,Engineering science,NA
1158,AAPOLY5903,BRIVE,NA,FRANCE,2014,2.41666666666667,D7,221713,Under_NDA,Engineering,Eng,Engineering science,BRIVE
1159,AAPOLY6467,GAP,NA,FRANCE,2014,0,D7,96236,Under_NDA,Engineering,Eng,Engineering science,GAP
1160,AAPOLY6270,DAX,NA,FRANCE,2014,0,D7,40771,Under_NDA,Engineering,Eng,Engineering science,DAX
1161,AAPOLY5634,AUCH,NA,FRANCE,2014,0.5,D7,64882,NA,Engineering,Eng,Engineering science,AUCH
1162,AALIGNE5857,BOURBON-LANCY,NA,FRANCE,2014,0,D7,27910,NA,Engineering,Eng,Engineering science,NA
1163,AAPOLY6808,LAVAL,NA,FRANCE,2014,5,D7,152824,Under_NDA,Engineering,Eng,Engineering science,NA
1164,AAPOLY6195,CORTE,NA,FRANCE,2014,5.43333333333333,D7,54885,Under_NDA,Engineering,Eng,Engineering science,CORTE
1165,AAPOLY6867,LE-MANS,NA,FRANCE,2014,20.3527777777778,D7,325734,Under_NDA,Engineering,Eng,Engineering science,LE-MANS
1166,AALIGNE6615,ILE-DYEU,NA,FRANCE,2014,0.333333333333333,D7,36604,NA,Engineering,Eng,Engineering science,NA
1167,AAPOLY6758,LAON,NA,FRANCE,2014,0.916666666666667,D7,157704,Under_NDA,Engineering,Eng,Engineering science,LAON
1168,AAPOLY6982,LODEVE,NA,FRANCE,2014,0,D7,119672,NA,Engineering,Eng,Engineering science,NA
1169,AAPOLY5762,BERCK-SUR-MER,NA,FRANCE,2014,0,D7,130530,Under_NDA,Engineering,Eng,Engineering science,NA
1170,AAPOLY5860,BOURG-EN-BRESSE,NA,FRANCE,2014,1.41666666666667,D7,395100,Under_NDA,Engineering,Eng,Engineering science,NA
1171,AAPOLY7213,MONTENDRE,NA,FRANCE,2014,0,D7,61413,Under_NDA,Engineering,Eng,Engineering science,MONTENDRE
1172,AAPOLY6095,CHAUMONT,NA,FRANCE,2014,0,D7,57501,NA,Engineering,Eng,Engineering science,NA
1173,AAPOLY7983,SELESTAT,NA,FRANCE,2014,0,D7,167316,NA,Engineering,Eng,Engineering science,NA
1174,AAPOLY7375,OTTERSWILLER,NA,FRANCE,2014,0,D7,204865,NA,Engineering,Eng,Engineering science,NA
1175,AAPOLY7987,SEMUR-EN-AUXOIS,NA,FRANCE,2014,0,D7,34134,NA,Engineering,Eng,Engineering science,NA
1176,AAPOLY5669,AVOINE,NA,FRANCE,2014,0.333333333333333,D7,74299,Under_NDA,Engineering,Eng,Engineering science,NA
1177,AAPOLY8167,VALENCE,NA,FRANCE,2014,10.2666666666667,D7,370287,Under_NDA,Engineering,Eng,Engineering science,VALENCE
1178,AAPOLY5523,AGEN,NA,FRANCE,2014,0.25,D7,210430,Under_NDA,Engineering,Eng,Engineering science,AGEN
1179,AAPOLY7493,PONTIVY,NA,FRANCE,2014,1.125,D7,30941,NA,Engineering,Eng,Engineering science,PONTIVY
1180,AAPOLY5933,CAEN,NA,FRANCE,2014,75.0882811632812,D7,487039,Under_NDA,Engineering,Eng,Engineering science,CAEN
1181,AAPOLY7294,NARBONNE,NA,FRANCE,2014,5.86666666666667,D7,279142,Under_NDA,Engineering,Eng,Engineering science,NA
1182,AAPOLY6069,CHASSENEUIL,NA,FRANCE,2014,10.75,D7,136864,Under_NDA,Engineering,Eng,Engineering science,NA
1183,AAPOLY8089,THONON-LES-BAINS,NA,FRANCE,2014,4.18253968253968,D7,316631,Under_NDA,Engineering,Eng,Engineering science,THONON
1184,AAPOLY6739,LA-MONTAGNE,NA,FRANCE,2014,0.875,D7,47802,NA,Engineering,Eng,Engineering science,NA
1185,AALIGNE7156,MILLAU,NA,FRANCE,2014,0,D7,34146,NA,Engineering,Eng,Engineering science,NA
1186,AAPOLY7778,SAINT-JEAN-DE-MAURIENNE,NA,FRANCE,2014,0,D7,81832,NA,Engineering,Eng,Engineering science,NA
1187,AAPOLY5892,BRIANCON,NA,FRANCE,2014,0,D7,25738,NA,Engineering,Eng,Engineering science,BRIANCON
1188,AAPOLY6340,EPINAL,NA,FRANCE,2014,10.475,D7,284253,Under_NDA,Engineering,Eng,Engineering science,EPINAL
1189,AAPOLY6073,CHATEAUBRIANT,NA,FRANCE,2014,0,D7,90337,NA,Engineering,Eng,Engineering science,NA
1190,AD3577,NICE,NA,FRANCE,2014,259.087792954172,D7,1048483,Under_NDA,Engineering,Eng,Engineering science,NICE
1191,AD3481,LYON,NA,FRANCE,2014,499.789889683224,D7,1500500,Under_NDA,Engineering,Eng,Engineering science,LYON
1192,AD3840,TOULOUSE,NA,FRANCE,2014,574.607953130747,D7,1063522,Under_NDA,Engineering,Eng,Engineering science,TOULOUSE
1193,AD3549,MONTPELLIER,NA,FRANCE,2014,219.104761904762,D7,633120,Under_NDA,Engineering,Eng,Engineering science,MONTPELLIER
1194,AD3822,STRASBOURG,NA,FRANCE,2014,110.977815789339,D7,543091,Under_NDA,Engineering,Eng,Engineering science,STRASBOURG
1195,AD3567,NANTES,NA,FRANCE,2014,233.570917508418,D7,939511,Under_NDA,Engineering,Eng,Engineering science,NANTES
1196,AD3013,ANNECY-LE-VIEUX,NA,FRANCE,2014,27.339880952381,D7,95347,Under_NDA,Engineering,Eng,Engineering science,ANNECY
1197,AD3460,LILLE,NA,FRANCE,2014,312.302777777777,D7,1592649,Under_NDA,Engineering,Eng,Engineering science,LILLE
1198,AD3661,RENNES,NA,FRANCE,2014,346.799603174603,D7,475799,Under_NDA,Engineering,Eng,Engineering science,RENNES
1199,AD3213,CLERMONT-FERRAND,NA,FRANCE,2014,96.4739274342215,D7,540657,Under_NDA,Engineering,Eng,Engineering science,CLERMONT
1200,AD9124,VANDOEUVRE-LES-NANCY,NA,FRANCE,2014,272.362301587302,D7,478500,Under_NDA,Engineering,Eng,Engineering science,NANCY
1201,AD3612,PARIS,NA,FRANCE,2014,2500.38462576283,D7,9441671,Under_NDA,Engineering,Eng,Engineering science,PARIS
1202,AD3502,MARSEILLE-AIX,NA,FRANCE,2014,230.435837887067,D7,1552528,Under_NDA,Engineering,Eng,Engineering science,MARSEILLE-AIX
1203,AD3116,BORDEAUX,NA,FRANCE,2014,224.389103924398,D7,941261,Under_NDA,Engineering,Eng,Engineering science,BORDEAUX
1204,AD3328,GRENOBLE,NA,FRANCE,2014,644.034454548185,D7,493238,Under_NDA,Engineering,Eng,Engineering science,GRENOBLE
1205,AAPOINT8268,VILLEFRANCHE-DE-ROUERGUE,NA,FRANCE,2014,0,D8,11712,NA,Mathematics,Math,Mathematics,NA
1206,AAPOLY7393,PAMIERS,NA,FRANCE,2014,0,D8,64312,NA,Mathematics,Math,Mathematics,PAMIERS
1207,AAPOLY5592,ARGENTAN,NA,FRANCE,2014,0,D8,20458,NA,Mathematics,Math,Mathematics,NA
1208,AAPOLY7284,MULHOUSE,NA,FRANCE,2014,5.16666666666667,D8,646763,Under_NDA,Mathematics,Math,Mathematics,MULHOUSE
1209,AAPOLY7634,ROUEN,NA,FRANCE,2014,11.475,D8,826947,Under_NDA,Mathematics,Math,Mathematics,ROUEN
1210,AAPOLY7868,SAINT-PIERRE-LES-NEMOURS,NA,FRANCE,2014,0,D8,82607,NA,Mathematics,Math,Mathematics,NA
1211,AAPOLY6285,DIGNE-LES-BAINS,NA,FRANCE,2014,0,D8,36227,Under_NDA,Mathematics,Math,Mathematics,DIGNE
1212,AAPOLY8230,VESOUL,NA,FRANCE,2014,0.416666666666667,D8,27605,Under_NDA,Mathematics,Math,Mathematics,VESOUL
1213,AAPOLY7330,NOUMEA,NEW-CALEDONIA,FRANCE,2014,1,D8,175221.5,NA,Mathematics,Math,Mathematics,NOUMEA
1214,AAPOLY5967,CARCASSONNE,NA,FRANCE,2014,0,D8,205457,Under_NDA,Mathematics,Math,Mathematics,CARCASSONNE
1215,AAPOLY8303,VILLIERS-EN-BOIS,NA,FRANCE,2014,0,D8,186122,Under_NDA,Mathematics,Math,Mathematics,NA
1216,AAPOLY6426,FONT-ROMEU,NA,FRANCE,2014,0,D8,24782,NA,Mathematics,Math,Mathematics,FT-ROMEU
1217,AAPOLY7363,ORLEANS,NA,FRANCE,2014,19.3083333333333,D8,454695,Under_NDA,Mathematics,Math,Mathematics,ORLEANS
1218,AAPOLY7405,PAU,NA,FRANCE,2014,30.1805555555556,D8,433429,Under_NDA,Mathematics,Math,Mathematics,PAU
1219,AAPOLY5937,CAHORS,NA,FRANCE,2014,0,D8,73996,NA,Mathematics,Math,Mathematics,CAHORS
1220,AAPOLY10630,RHEINMUNSTER,NA,FRANCE,2014,0,D8,202077,NA,Mathematics,Math,Mathematics,NA
1221,AAPOLY6547,GUADELOUPE,NA,FRANCE,2014,0,D8,122919,NA,Mathematics,Math,Mathematics,NA
1222,AAPOLY7417,PERONNE,NA,FRANCE,2014,0,D8,101651,Under_NDA,Mathematics,Math,Mathematics,PERONNE
1223,AAPOLY6410,FLORAC,NA,FRANCE,2014,0,D8,24345,NA,Mathematics,Math,Mathematics,FLORAC
1224,AAPOLY6028,CHALONS-SUR-MARNE,NA,FRANCE,2014,0.1,D8,81127,Under_NDA,Mathematics,Math,Mathematics,NA
1225,AAPOLY6060,CHARLEVILLE-MEZIERES,NA,FRANCE,2014,0,D8,163942,Under_NDA,Mathematics,Math,Mathematics,CHARLEVILLE
1226,AAPOLY6794,LA-TREMBLADE,NA,FRANCE,2014,0,D8,129199,NA,Mathematics,Math,Mathematics,NA
1227,AAPOLY5713,BASTIA,NA,FRANCE,2014,0,D8,71038,Under_NDA,Mathematics,Math,Mathematics,NA
1228,AAPOLY7704,SAINT-DENIS,REUNION,FRANCE,2014,1.5,D8,626378,NA,Mathematics,Math,Mathematics,NA
1229,AAPOLY6748,LANGON,NA,FRANCE,2014,0,D8,55913,NA,Mathematics,Math,Mathematics,NA
1230,AAPOLY7206,MONT-DE-MARSAN,NA,FRANCE,2014,0.25,D8,151857,Under_NDA,Mathematics,Math,Mathematics,NA
1231,AAPOLY5541,ALBI,NA,FRANCE,2014,0,D8,276192,Under_NDA,Mathematics,Math,Mathematics,ALBI
1232,AAPOLY6895,LE-PUY-EN-VELAY,NA,FRANCE,2014,0,D8,94155,Under_NDA,Mathematics,Math,Mathematics,LE-PUY
1233,AAPOLY6444,FREJUS,NA,FRANCE,2014,0,D8,286102,Under_NDA,Mathematics,Math,Mathematics,FREJUS
1234,AAPOLY7244,MONTOLDRE,NA,FRANCE,2014,0,D8,163908,Under_NDA,Mathematics,Math,Mathematics,NA
1235,AAPOLY7524,PRIGONRIEUX,NA,FRANCE,2014,0,D8,74433,NA,Mathematics,Math,Mathematics,NA
1236,AAPOLY5545,ALES,NA,FRANCE,2014,0,D8,237989,Under_NDA,Mathematics,Math,Mathematics,ALES
1237,AAPOLY5657,AUXERRE,NA,FRANCE,2014,0,D8,115267,Under_NDA,Mathematics,Math,Mathematics,AUXERRE
1238,AAPOLY6957,LIMOGES,NA,FRANCE,2014,7.27777777777778,D8,343229,Under_NDA,Mathematics,Math,Mathematics,LIMOGES
1239,AAPOLY6264,DANGE-SAINT-ROMAIN,NA,FRANCE,2014,0,D8,52777,NA,Mathematics,Math,Mathematics,NA
1240,AAPOLY6780,LA-ROCHE-SUR-YON,NA,FRANCE,2014,0,D8,293960,Under_NDA,Mathematics,Math,Mathematics,NA
1241,AAPOLY6524,GRAMAT,NA,FRANCE,2014,0,D8,73840,NA,Mathematics,Math,Mathematics,NA
1242,AAPOLY7471,POINTE-A-PITRE,GUADELOUPE,FRANCE,2014,7.41666666666667,D8,284928,NA,Mathematics,Math,Mathematics,NA
1243,AAPOINT5559,ANCENIS,NA,FRANCE,2014,0,D8,7504,NA,Mathematics,Math,Mathematics,NA
1244,AAPOLY6753,LANNION,NA,FRANCE,2014,0,D8,220174,Under_NDA,Mathematics,Math,Mathematics,LANNION
1245,AAPOLY6329,EGLETONS,NA,FRANCE,2014,0,D8,55616,NA,Mathematics,Math,Mathematics,NA
1246,AAPOLY6166,COMPIEGNE,NA,FRANCE,2014,11.6666666666667,D8,530527,Under_NDA,Mathematics,Math,Mathematics,COMPIEGNE
1247,AAPOLY6370,EVREUX,NA,FRANCE,2014,0,D8,312640,Under_NDA,Mathematics,Math,Mathematics,NA
1248,AAPOLY7389,PAIMPONT,NA,FRANCE,2014,0,D8,205156,NA,Mathematics,Math,Mathematics,NA
1249,AAPOLY6777,LA-ROCHELLE,NA,FRANCE,2014,10.1666666666667,D8,344430,Under_NDA,Mathematics,Math,Mathematics,LA-ROCHELLE
1250,AAPOINT7567,REDON,NA,FRANCE,2014,0,D8,9306,NA,Mathematics,Math,Mathematics,REDON
1251,AAPOLY7004,LORIENT,NA,FRANCE,2014,0.833333333333333,D8,350305,Under_NDA,Mathematics,Math,Mathematics,LORIENT
1252,AAPOLY8106,TOULON,NA,FRANCE,2014,12.7916666666667,D8,613853,Under_NDA,Mathematics,Math,Mathematics,TOULON
1253,AAPOLY6851,LE-CREUSOT,NA,FRANCE,2014,0.25,D8,258996,Under_NDA,Mathematics,Math,Mathematics,NA
1254,AAPOLY5884,BRETENIERES,NA,FRANCE,2014,0,D8,106831,Under_NDA,Mathematics,Math,Mathematics,NA
1255,AAPOLY5565,ANGERS,NA,FRANCE,2014,19.9630952380952,D8,421122,Under_NDA,Mathematics,Math,Mathematics,ANGERS
1256,AAPOLY8026,SOMAIN,NA,FRANCE,2014,0,D8,200786,NA,Mathematics,Math,Mathematics,NA
1257,AAPOLY7890,SAINT-SATURNIN,NA,FRANCE,2014,0,D8,17154,NA,Mathematics,Math,Mathematics,NA
1258,AAPOLY8253,VILLARCEAUX,NA,FRANCE,2014,0,D8,216779,Under_NDA,Mathematics,Math,Mathematics,NA
1259,AAPOLY7546,QUIMPER,NA,FRANCE,2014,0,D8,262877,Under_NDA,Mathematics,Math,Mathematics,QUIMPER
1260,AAPOLY6720,LAIGLE,NA,FRANCE,2014,0,D8,86361,NA,Mathematics,Math,Mathematics,NA
1261,AALIGNE6005,CAYENNE,GUIANA,FRANCE,2014,0,D8,87960,NA,Mathematics,Math,Mathematics,CAYENNE
1262,AAPOLY8181,VANNES,NA,FRANCE,2014,6.25,D8,179274,Under_NDA,Mathematics,Math,Mathematics,VANNES
1263,AAPOLY5772,BESANCON,NA,FRANCE,2014,37,D8,270119,Under_NDA,Mathematics,Math,Mathematics,BESANCON
1264,AAPOLY7138,METZ,NA,FRANCE,2014,28.3416666666667,D8,653583,Under_NDA,Mathematics,Math,Mathematics,METZ
1265,AAPOLY8143,TROYES,NA,FRANCE,2014,2.11111111111111,D8,190768,Under_NDA,Mathematics,Math,Mathematics,TROYES
1266,AAPOLY8270,VILLEFRANCHE-SUR-SAONE,NA,FRANCE,2014,0,D8,156090,Under_NDA,Mathematics,Math,Mathematics,NA
1267,AAPOLY5529,AIMARGUES,NA,FRANCE,2014,0,D8,95845,NA,Mathematics,Math,Mathematics,NA
1268,AAPOLY5649,AURILLAC,NA,FRANCE,2014,0,D8,47264,Under_NDA,Mathematics,Math,Mathematics,AURILLAC
1269,AAPOLY8210,VERDUN,NA,FRANCE,2014,0,D8,36803,NA,Mathematics,Math,Mathematics,VERDUN
1270,AAPOLY7200,MONTBELIARD,NA,FRANCE,2014,0,D8,245982,Under_NDA,Mathematics,Math,Mathematics,MONTBELIARD
1271,AAPOLY7240,MONTLUCON,NA,FRANCE,2014,0,D8,116063,NA,Mathematics,Math,Mathematics,MONTLUCON
1272,AAPOLY5809,BLOIS,NA,FRANCE,2014,0.5,D8,173987,Under_NDA,Mathematics,Math,Mathematics,BLOIS
1273,AAPOLY6283,DIEPPE,NA,FRANCE,2014,0,D8,117026,NA,Mathematics,Math,Mathematics,DIEPPE
1274,AAPOLY6087,CHATEAU-THIERRY,NA,FRANCE,2014,0,D8,40396,NA,Mathematics,Math,Mathematics,C-THIERRY
1275,AAPOLY6122,CHOLET,NA,FRANCE,2014,0,D8,143707,Under_NDA,Mathematics,Math,Mathematics,NA
1276,AAPOLY7814,SAINT-MALO,NA,FRANCE,2014,0,D8,177074,Under_NDA,Mathematics,Math,Mathematics,NA
1277,AALIGNE6551,GUERET,NA,FRANCE,2014,0,D8,17002,NA,Mathematics,Math,Mathematics,GUERET
1278,AALIGNE7527,PROVINS,NA,FRANCE,2014,0,D8,17016,NA,Mathematics,Math,Mathematics,PROVINS
1279,AAPOLY5599,ARLES,NA,FRANCE,2014,2.33333333333333,D8,182788,Under_NDA,Mathematics,Math,Mathematics,ARLES
1280,AAPOLY7723,SAINT-ETIENNE,NA,FRANCE,2014,33.0833333333333,D8,846494,Under_NDA,Mathematics,Math,Mathematics,ST-ETIENNE
1281,AAPOLY5778,BETHUNE,NA,FRANCE,2014,0.583333333333333,D8,528617,Under_NDA,Mathematics,Math,Mathematics,NA
1282,AAPOLY5924,BURE,NA,FRANCE,2014,0,D8,115848,Under_NDA,Mathematics,Math,Mathematics,BURE
1283,AAPOLY7992,SENS,NA,FRANCE,2014,0,D8,52846,Under_NDA,Mathematics,Math,Mathematics,NA
1284,AAPOLY5539,AJACCIO,NA,FRANCE,2014,0.5,D8,102435,Under_NDA,Mathematics,Math,Mathematics,NA
1285,AAPOLY6436,FOUGERES,NA,FRANCE,2014,0,D8,267216,Under_NDA,Mathematics,Math,Mathematics,NA
1286,AAPOLY8251,VILLAINES-LA-JUHEL,NA,FRANCE,2014,0,D8,85630,Under_NDA,Mathematics,Math,Mathematics,NA
1287,AAPOLY6319,DURY-LES-AMIENS,NA,FRANCE,2014,20.4583333333333,D8,359527,Under_NDA,Mathematics,Math,Mathematics,AMIENS
1288,AAPOLY6107,CHERBOURG,NA,FRANCE,2014,0,D8,92350,Under_NDA,Mathematics,Math,Mathematics,CHERBOURG
1289,AAPOLY7474,POITIERS,NA,FRANCE,2014,20.4694444444444,D8,329874,Under_NDA,Mathematics,Math,Mathematics,POITIERS
1290,AALIGNE5530,AINAY-LE-CHATEAU,NA,FRANCE,2014,0,D8,13364,NA,Mathematics,Math,Mathematics,NA
1291,AAPOLY7846,SAINT-NAZAIRE,NA,FRANCE,2014,0.666666666666667,D8,288551,Under_NDA,Mathematics,Math,Mathematics,NA
1292,AAPOLY7598,ROANNE,NA,FRANCE,2014,0,D8,194126,Under_NDA,Mathematics,Math,Mathematics,NA
1293,AAPOLY6861,LE-HAVRE,NA,FRANCE,2014,0.833333333333333,D8,430780,Under_NDA,Mathematics,Math,Mathematics,LE-HAVRE
1294,AALIGNE6092,CHATILLON-SUR-SEINE,NA,FRANCE,2014,0,D8,5578,NA,Mathematics,Math,Mathematics,NA
1295,AAPOLY7438,PIERRELATTE,NA,FRANCE,2014,0.5,D8,177936,Under_NDA,Mathematics,Math,Mathematics,NA
1296,AAPOLY6315,DUNKERQUE,NA,FRANCE,2014,11.0416666666667,D8,492191,Under_NDA,Mathematics,Math,Mathematics,DUNKERQUE
1297,AAPOLY8148,UGINE,NA,FRANCE,2014,0,D8,46478,NA,Mathematics,Math,Mathematics,NA
1298,AAPOLY5882,BREST,NA,FRANCE,2014,19.7777777777778,D8,364018,Under_NDA,Mathematics,Math,Mathematics,BREST
1299,AAPOLY8342,WIMEREUX,NA,FRANCE,2014,0,D8,203409,Under_NDA,Mathematics,Math,Mathematics,WIMEREUX
1300,AAPOLY8116,TOURS,NA,FRANCE,2014,22.2916666666667,D8,488045,Under_NDA,Mathematics,Math,Mathematics,TOURS
1301,AAPOLY5861,BOURGES,NA,FRANCE,2014,0.875,D8,188912,Under_NDA,Mathematics,Math,Mathematics,BOURGES
1302,AAPOLY6286,DIJON,NA,FRANCE,2014,28.4166666666667,D8,430526,Under_NDA,Mathematics,Math,Mathematics,DIJON
1303,AAPOLY5666,AVIGNON,NA,FRANCE,2014,16.075,D8,996258,Under_NDA,Mathematics,Math,Mathematics,AVIGNON
1304,AAPOLY5567,ANGOULEME,NA,FRANCE,2014,0,D8,219580,Under_NDA,Mathematics,Math,Mathematics,ANGOULEME
1305,AAPOLY7418,PERPIGNAN,NA,FRANCE,2014,13.1111111111111,D8,443138,Under_NDA,Mathematics,Math,Mathematics,PERPIGNAN
1306,AAPOLY7396,PAPEETE,POLYNESIA,FRANCE,2014,2.5,D8,200714,NA,Mathematics,Math,Mathematics,PAPEETE
1307,AAPOLY6109,CHESSENAZ,NA,FRANCE,2014,0,D8,65128,NA,Mathematics,Math,Mathematics,NA
1308,AALIGNE7057,MAMOUDZOU,MAYOTTE,FRANCE,2014,0,D8,58197,NA,Mathematics,Math,Mathematics,NA
1309,AAPOLY6946,LIBOURNE,NA,FRANCE,2014,0,D8,259718,Under_NDA,Mathematics,Math,Mathematics,NA
1310,AAPOLY5862,BOURGOIN-JALLIEU,NA,FRANCE,2014,0,D8,151389,NA,Mathematics,Math,Mathematics,NA
1311,AAPOLY5741,BEAUVAIS,NA,FRANCE,2014,0,D8,187149,NA,Mathematics,Math,Mathematics,NA
1312,AAPOLY7858,SAINT-PAUL-LES-DURANCE,NA,FRANCE,2014,2.91666666666667,D8,253921,NA,Mathematics,Math,Mathematics,NA
1313,AAPOLY7195,MONTAUBAN,NA,FRANCE,2014,0,D8,178037,Under_NDA,Mathematics,Math,Mathematics,NA
1314,AAPOLY6598,HIRSON,NA,FRANCE,2014,0,D8,37159,NA,Mathematics,Math,Mathematics,NA
1315,AAPOLY7415,PERIGUEUX,NA,FRANCE,2014,0,D8,176953,Under_NDA,Mathematics,Math,Mathematics,NA
1316,AAPOLY6405,FLERS,NA,FRANCE,2014,0,D8,25298,NA,Mathematics,Math,Mathematics,FLERS
1317,AAPOLY5840,BORDES-DE-RIVIERE,NA,FRANCE,2014,0,D8,50856,NA,Mathematics,Math,Mathematics,NA
1318,AAPOLY7463,PLOUFRAGAN,NA,FRANCE,2014,0.166666666666667,D8,226259,Under_NDA,Mathematics,Math,Mathematics,NA
1319,AAPOLY5566,ANGLET,NA,FRANCE,2014,1.25,D8,230734,Under_NDA,Mathematics,Math,Mathematics,NA
1320,AAPOLY7569,REIMS,NA,FRANCE,2014,9.83333333333333,D8,352920,Under_NDA,Mathematics,Math,Mathematics,REIMS
1321,AAPOLY7755,SAINT-GIRONS,NA,FRANCE,2014,0,D8,110032,NA,Mathematics,Math,Mathematics,ST-GIRONS
1322,AAPOLY6836,LE-BOURGET-DU-LAC,NA,FRANCE,2014,10.8333333333333,D8,560793,Under_NDA,Mathematics,Math,Mathematics,NA
1323,AAPOLY7321,NOGENT-SUR-VERNISSON,NA,FRANCE,2014,0,D8,200529,Under_NDA,Mathematics,Math,Mathematics,NA
1324,AAPOLY7808,SAINT-LO,NA,FRANCE,2014,0,D8,152094,Under_NDA,Mathematics,Math,Mathematics,ST-LO
1325,AAPOLY1823,MONS,NA,FRANCE,2014,15.5416666666667,D8,417750,Under_NDA,Mathematics,Math,Mathematics,MONS
1326,AAPOLY6143,CLUNY,NA,FRANCE,2014,0,D8,31027,NA,Mathematics,Math,Mathematics,CLUNY
1327,AAPOLY7309,NEVERS,NA,FRANCE,2014,0,D8,114608,Under_NDA,Mathematics,Math,Mathematics,NA
1328,AAPOLY7601,RODEZ,NA,FRANCE,2014,0,D8,72035,Under_NDA,Mathematics,Math,Mathematics,RODEZ
1329,AALIGNE6704,LA-FLECHE,NA,FRANCE,2014,0,D8,31923,NA,Mathematics,Math,Mathematics,NA
1330,AAPOLY5903,BRIVE,NA,FRANCE,2014,0,D8,221713,Under_NDA,Mathematics,Math,Mathematics,BRIVE
1331,AAPOLY6467,GAP,NA,FRANCE,2014,0.2,D8,96236,Under_NDA,Mathematics,Math,Mathematics,GAP
1332,AAPOLY6270,DAX,NA,FRANCE,2014,0,D8,40771,Under_NDA,Mathematics,Math,Mathematics,DAX
1333,AAPOLY5634,AUCH,NA,FRANCE,2014,0,D8,64882,NA,Mathematics,Math,Mathematics,AUCH
1334,AALIGNE5857,BOURBON-LANCY,NA,FRANCE,2014,0,D8,27910,NA,Mathematics,Math,Mathematics,NA
1335,AAPOLY6808,LAVAL,NA,FRANCE,2014,0,D8,152824,Under_NDA,Mathematics,Math,Mathematics,NA
1336,AAPOLY6195,CORTE,NA,FRANCE,2014,1.75,D8,54885,Under_NDA,Mathematics,Math,Mathematics,CORTE
1337,AAPOLY6867,LE-MANS,NA,FRANCE,2014,4.66666666666667,D8,325734,Under_NDA,Mathematics,Math,Mathematics,LE-MANS
1338,AALIGNE6615,ILE-DYEU,NA,FRANCE,2014,0,D8,36604,NA,Mathematics,Math,Mathematics,NA
1339,AAPOLY6758,LAON,NA,FRANCE,2014,0,D8,157704,Under_NDA,Mathematics,Math,Mathematics,LAON
1340,AAPOLY6982,LODEVE,NA,FRANCE,2014,0,D8,119672,NA,Mathematics,Math,Mathematics,NA
1341,AAPOLY5762,BERCK-SUR-MER,NA,FRANCE,2014,0,D8,130530,Under_NDA,Mathematics,Math,Mathematics,NA
1342,AAPOLY5860,BOURG-EN-BRESSE,NA,FRANCE,2014,0.583333333333333,D8,395100,Under_NDA,Mathematics,Math,Mathematics,NA
1343,AAPOLY7213,MONTENDRE,NA,FRANCE,2014,0,D8,61413,Under_NDA,Mathematics,Math,Mathematics,MONTENDRE
1344,AAPOLY6095,CHAUMONT,NA,FRANCE,2014,0,D8,57501,NA,Mathematics,Math,Mathematics,NA
1345,AAPOLY7983,SELESTAT,NA,FRANCE,2014,0,D8,167316,NA,Mathematics,Math,Mathematics,NA
1346,AAPOLY7375,OTTERSWILLER,NA,FRANCE,2014,0,D8,204865,NA,Mathematics,Math,Mathematics,NA
1347,AAPOLY7987,SEMUR-EN-AUXOIS,NA,FRANCE,2014,0,D8,34134,NA,Mathematics,Math,Mathematics,NA
1348,AAPOLY5669,AVOINE,NA,FRANCE,2014,0,D8,74299,Under_NDA,Mathematics,Math,Mathematics,NA
1349,AAPOLY8167,VALENCE,NA,FRANCE,2014,0.5,D8,370287,Under_NDA,Mathematics,Math,Mathematics,VALENCE
1350,AAPOLY5523,AGEN,NA,FRANCE,2014,0,D8,210430,Under_NDA,Mathematics,Math,Mathematics,AGEN
1351,AAPOLY7493,PONTIVY,NA,FRANCE,2014,0,D8,30941,NA,Mathematics,Math,Mathematics,PONTIVY
1352,AAPOLY5933,CAEN,NA,FRANCE,2014,17.0833333333333,D8,487039,Under_NDA,Mathematics,Math,Mathematics,CAEN
1353,AAPOLY7294,NARBONNE,NA,FRANCE,2014,0,D8,279142,Under_NDA,Mathematics,Math,Mathematics,NA
1354,AAPOLY6069,CHASSENEUIL,NA,FRANCE,2014,1.33333333333333,D8,136864,Under_NDA,Mathematics,Math,Mathematics,NA
1355,AAPOLY8089,THONON-LES-BAINS,NA,FRANCE,2014,0,D8,316631,Under_NDA,Mathematics,Math,Mathematics,THONON
1356,AAPOLY6739,LA-MONTAGNE,NA,FRANCE,2014,0.25,D8,47802,NA,Mathematics,Math,Mathematics,NA
